region,n_days,temp_range,temp_mean,temp_sd,temp_p1,temp_p99,deaths_total,deaths_mean,deaths_zero_pct,converged,vcov_finite,vcov_positive,rr_p99,rr_p99_se,rr_p1,rr_p1_se,se_category,status
4205,5058,24.1710523366928,16.8938873613621,4.07889078297902,5.34422698974609,23.7731959342957,14522,2.87109529458284,0,TRUE,TRUE,TRUE,1.09950290152789,0.361025299130508,2.10292210523578,1.10646042355743,valid,success
4206,5479,20.4703569412231,19.7062592199193,3.41829669960567,11.0255418777466,25.9104594802857,81100,14.8019711626209,0,TRUE,TRUE,TRUE,1.22639870570316,0.0820503577369031,1.24260392903687,0.0986761875292016,valid,success
4207,5479,17.6412172317505,20.8927698528751,3.03280640660133,13.5021739578247,26.5353088760376,111811,20.4071910932652,0,TRUE,TRUE,TRUE,1.02899096423093,0.057608301987636,1.35925169678365,0.0969528264229511,valid,success
4301,5479,16.5648889541626,19.6107791516659,3.0790377393352,12.6064720916748,25.626435546875,407446,74.3650301149845,0,TRUE,TRUE,TRUE,1.19219204589789,0.0377147936503015,1.49235475926544,0.0605486295086177,valid,success
4302,5479,22.9968185424805,17.9411027505899,4.63245448275844,7.67188869476318,26.302156867981,108022,19.7156415404271,0,TRUE,TRUE,TRUE,1.1990744832966,0.0691587451544967,1.38247047358588,0.0917056148111648,valid,success
4303,5479,28.0705547332764,19.3963164619165,5.25018715811209,6.57533751487732,29.0287368011475,78673,14.3590071180872,0,TRUE,TRUE,TRUE,1.7493211368332,0.117150511926601,1.69469814718618,0.135911014142864,valid,success
4304,5476,24.9130055904388,16.4041051959974,4.87690480039471,6.02122747898102,25.1287136077881,44318,8.09313367421476,0,TRUE,TRUE,TRUE,1.75842758948897,0.179173900711676,1.36315367260627,0.126727961532796,valid,success
4305,5479,28.0749201774597,21.4596914927397,5.08699088651576,7.97972895622254,30.1589280700684,75893,13.8516152582588,0,TRUE,TRUE,TRUE,1.56763433742404,0.0889774264181293,1.38605615928481,0.108736501962333,valid,success
4306,5479,26.6612842082977,18.8761326858087,4.66725580636448,6.28080992698669,26.897897605896,114345,20.8696842489505,0,TRUE,TRUE,TRUE,1.26985114213215,0.0644756024946157,1.50970647319402,0.10227986638561,valid,success
4307,5479,25.452036857605,16.8928793938322,4.4391452511327,5.01815525054932,24.6318113327026,88720,16.1927359007118,0,TRUE,TRUE,TRUE,1.18323500329436,0.0745593934607875,1.53941917538594,0.127582079489432,valid,success
4308,5479,26.204282283783,18.9076920693146,4.94911704386762,6.57768009185791,27.8386190795899,72441,13.2215732797956,0,TRUE,TRUE,TRUE,1.58170005792007,0.107765034607207,1.45211491504631,0.108039821040031,valid,success
